datetime,open,high,low,close,volume
2026-03-30 11:30:00,562.97998,565.47998,561.63,561.66248,8058461
2026-03-30 12:30:00,561.66998,562.62982,559.65002,559.7699,7504233
2026-03-30 13:30:00,559.77002,561.14001,558.71002,558.73199,7489238
2026-03-30 14:30:00,558.75,559.69,555.59998,555.88013,9096221
2026-03-30 15:30:00,555.90997,558.97998,555.62,558.27032,7508323
2026-03-31 09:30:00,564.28998,569.039978,564.22998,568.73999,19102702
2026-03-31 10:30:00,568.72998,569.21002,564.21002,566.95258,11412238
2026-03-31 11:30:00,566.95001,568.76001,565.62,568.34003,6813905
2026-03-31 12:30:00,568.34003,576.21002,567.90002,574.47998,17724910
2026-03-31 13:30:00,574.51001,576.090027,573.11401,575.059998,9443278
2026-03-31 14:30:00,575.030029,577.070007,574.52002,576.44,12745530
2026-03-31 15:30:00,576.45001,578.64001,576.28998,577.19,12381169
2026-04-01 09:30:00,581.47998,584.35999,580.41998,583.83002,17687888
2026-04-01 10:30:00,583.84003,586.20502,582.52002,585.31,11577862
2026-04-01 11:30:00,585.32001,587.26001,584.85999,586.66498,8064312
2026-04-01 12:30:00,586.67999,587.73901,586.27002,587.34003,5410381
2026-04-01 13:30:00,587.34747,587.54999,582.70001,583.025024,11940195
2026-04-01 14:30:00,583.030029,585.29999,582.32648,585.030029,11095238
2026-04-01 15:30:00,585.039978,585.51001,583.82001,584.28998,9643834
2026-04-02 09:30:00,573.96997,579.70001,571.91998,578.22998,17621649
2026-04-02 10:30:00,578.25,585.98993,577.97009,583.96002,11204546
2026-04-02 11:30:00,584.039978,584.70001,580.96997,581.69989,4649919
2026-04-02 12:30:00,581.66998,583.96002,581.27002,583.53992,4426206
2026-04-02 13:30:00,583.56,583.65997,581.14001,582.17999,3279156
2026-04-02 14:30:00,582.19598,583.96002,582.049988,583.12903,3579175
2026-04-02 15:30:00,583.11963,585.090027,582.90997,584.96002,4166217
2026-04-06 09:30:00,586.20001,590.60999,585.72998,588.52002,11007351
2026-04-06 10:30:00,588.51001,589.13,586.080017,586.53998,5457838
2026-04-06 11:30:00,586.53998,587.75,585.87,587.27448,3363881
2026-04-06 12:30:00,587.28003,588.099976,584.69,587.15002,4236441
2026-04-06 13:30:00,587.15997,588.495,585.71002,587.97998,3973541
2026-04-06 14:30:00,587.97998,588.34497,587.53998,587.85498,2301991
2026-04-06 15:30:00,587.85498,588.83002,587.64001,588.53003,2909033
2026-04-07 09:30:00,585.63,587.059998,579.69,582.3736,11827036
2026-04-07 10:30:00,582.42999,583.23999,578.40009,581.39001,6152401
2026-04-07 11:30:00,581.38,585.53998,580.83002,584.40002,4783269
2026-04-07 12:30:00,584.38,585.62,583.90002,584.32001,3611023
2026-04-07 13:30:00,584.34003,586.97998,584.21082,584.46997,3487404
2026-04-07 14:30:00,584.45068,586.94,581.65997,585.049988,7265014
2026-04-07 15:30:00,584.96002,588.97998,584.41998,588.71997,5487804
2026-04-08 09:30:00,608.71002,609.88,604.85999,605.15002,20530067
2026-04-08 10:30:00,605.20001,605.42999,602.13,604.16998,8065754
2026-04-08 11:30:00,604.21002,606.70001,604.0,606.20001,5928101
2026-04-08 12:30:00,606.21002,607.70502,605.6601,605.89502,4509498
2026-04-08 13:30:00,605.88,607.099976,604.72998,605.23999,6409955
2026-04-08 14:30:00,605.21997,605.65997,602.56,602.94,6801552
2026-04-08 15:30:00,602.88501,606.13,602.88501,605.91998,6088625
2026-04-09 09:30:00,606.039978,606.66998,603.090027,603.53497,8772014
2026-04-09 10:30:00,603.52502,606.51001,603.030029,605.37,4439391
2026-04-09 11:30:00,605.33002,610.35999,605.15088,609.19,6601700
2026-04-09 12:30:00,609.20001,610.080017,607.91101,609.37012,3401757
2026-04-09 13:30:00,609.37,610.15997,607.56,607.92371,4176078
2026-04-09 14:30:00,607.92999,609.57001,607.53003,609.38,3286025
2026-04-09 15:30:00,609.39001,610.5,609.34998,610.080017,4294351
2026-04-10 09:30:00,611.84998,613.10999,610.65997,612.41998,8623222
2026-04-10 10:30:00,612.42999,613.66998,611.59039,612.59991,4810390
2026-04-10 11:30:00,612.63501,612.81,610.14001,610.85992,5029921
2026-04-10 12:30:00,610.8501,611.049988,609.58002,609.85999,2447679
2026-04-10 13:30:00,609.84497,610.98499,609.60999,610.64502,2130311
2026-04-10 14:30:00,610.65002,611.47998,610.0,611.32001,3358538
2026-04-10 15:30:00,611.31,611.31,610.46002,611.02002,4931692
2026-04-13 09:30:00,609.56,612.25,608.10999,611.33801,8962496
2026-04-13 10:30:00,611.375,612.88,610.94,611.79993,3271610
2026-04-13 11:30:00,611.76001,613.76001,611.070007,613.48999,2887391
2026-04-13 12:30:00,613.5,614.8252,612.57001,614.59998,5401272
2026-04-13 13:30:00,614.59003,614.7901,613.81,613.89001,2018409
2026-04-13 14:30:00,613.88,615.39001,613.83002,615.34497,2433972
2026-04-13 15:30:00,615.33002,617.96002,615.15912,617.32001,4999047
2026-04-14 09:30:00,620.27002,623.78003,620.099976,623.71002,11898180
2026-04-14 10:30:00,623.76001,624.77002,622.76001,624.46002,6908947
2026-04-14 11:30:00,624.46997,626.80939,624.45001,626.71997,6890452
2026-04-14 12:30:00,626.71997,627.46503,626.15997,627.059998,5020302
2026-04-14 13:30:00,627.080017,627.70001,625.67999,626.26001,5746055
2026-04-14 14:30:00,626.26001,628.17999,626.059998,628.12,4712330
2026-04-14 15:30:00,628.080017,628.59998,627.35999,628.53998,5747392
2026-04-15 09:30:00,629.08,631.72,628.21,631.72,189267
2026-04-15 10:30:00,631.81,633.4,631.22,633.17,147349
2026-04-15 11:30:00,633.17,634.56,632.56,633.72,173069
2026-04-15 12:30:00,633.76,633.775,630.95,633.04,147188
2026-04-15 13:30:00,633.03,634.68,632.695,634.46,122803
2026-04-15 14:30:00,634.485,636.65,634.485,636.64,1045539
2026-04-15 15:30:00,636.585,637.65,636.47,637.37,263923
2026-04-16 09:30:00,639.21503,639.58002,635.255,637.099976,10080639
2026-04-16 10:30:00,637.099976,640.75,637.039978,639.65002,5941209
2026-04-16 11:30:00,639.67999,642.17999,639.5,641.12,4880222
2026-04-16 12:30:00,641.13,641.21997,639.018982,640.13,3965856
2026-04-16 13:30:00,640.14001,640.91998,637.20001,637.6001,4916267
2026-04-16 14:30:00,637.60999,639.84003,637.59003,639.34998,4899571
2026-04-16 15:30:00,639.34998,640.71997,639.22089,640.40997,4929662
2026-04-17 09:30:00,645.54999,647.53003,644.070007,646.63,14422022
2026-04-17 10:30:00,646.64001,649.41998,646.63501,649.059875,6812185
2026-04-17 11:30:00,649.080017,649.90002,647.87,649.34998,9084304
2026-04-17 12:30:00,649.375,650.0,646.48999,647.37988,5142899
2026-04-17 13:30:00,647.34003,648.72998,646.94,647.6524,5035817
2026-04-17 14:30:00,647.65997,648.35999,647.02002,647.52002,4342276
2026-04-17 15:30:00,647.52002,648.84998,647.5199,648.78003,4696462
2026-04-20 09:30:00,648.039978,648.75,646.080017,646.40503,7344205
2026-04-20 10:30:00,646.38,646.65942,642.52002,645.65002,12713997
2026-04-20 11:30:00,645.62,645.62,644.080017,645.080017,3379451
2026-04-20 12:30:00,645.10999,646.090027,644.755,645.60999,2257173
2026-04-20 13:30:00,645.59998,646.71002,645.31,646.48999,2270282
2026-04-20 14:30:00,646.5,646.81,645.935,646.32977,2732413
2026-04-20 15:30:00,646.31,646.92999,645.91998,646.77002,3356621
2026-04-21 09:30:00,648.39001,650.20001,646.45001,649.16821,8435442
2026-04-21 10:30:00,649.14001,649.58002,644.88,646.31,5932089
2026-04-21 11:30:00,646.29999,647.72998,645.59003,645.89502,3266275
2026-04-21 12:30:00,645.82001,646.84998,643.36499,644.17963,4239334
2026-04-21 13:30:00,644.17999,647.41998,644.12,645.21997,3640448
2026-04-21 14:30:00,645.21002,647.69,644.91498,647.63123,3559715
2026-04-21 15:30:00,647.65997,647.83002,642.21002,644.28003,7093566
2026-04-22 09:30:00,650.26001,652.78998,648.52002,652.76001,8791027
2026-04-22 10:30:00,652.75,653.22998,651.60999,652.78003,5489795
2026-04-22 11:30:00,652.77002,653.14001,652.14001,652.42999,2844895
2026-04-22 12:30:00,652.40997,654.25,652.030029,653.71002,3173662
2026-04-22 13:30:00,653.72998,654.22998,652.88953,653.049988,3474599
2026-04-22 14:30:00,653.054993,654.42908,652.53003,654.14001,3162870
2026-04-22 15:30:00,654.13,655.33002,653.96002,655.080017,6159771
2026-04-23 09:30:00,653.53998,655.62,652.31,653.52002,7528016
2026-04-23 10:30:00,653.54498,656.78003,653.29022,656.33002,3500544
2026-04-23 11:30:00,656.29999,656.91998,654.12,655.31,2787083
2026-04-23 12:30:00,655.31,656.02002,649.79999,650.065002,5972286
2026-04-23 13:30:00,650.080017,651.96997,645.52502,651.67499,9361281
2026-04-23 14:30:00,651.67999,652.73999,649.34003,651.10999,3423558
2026-04-23 15:30:00,651.10999,651.84991,649.34998,651.40997,3641594
2026-04-24 09:30:00,658.46997,659.84998,656.53009,658.14001,11152297
2026-04-24 10:30:00,658.23999,661.37,657.46002,661.20001,6183311
2026-04-24 11:30:00,661.22998,663.435,660.77002,663.0,5925375
2026-04-24 12:30:00,663.0,663.73993,662.22498,662.62,2989687
2026-04-24 13:30:00,662.60498,664.51001,662.32001,662.76001,3393552
2026-04-24 14:30:00,662.78998,664.38,662.70001,663.63,5014224
2026-04-24 15:30:00,663.62,664.23999,663.20001,663.90997,6637284
2026-04-27 09:30:00,663.38501,663.84998,660.69,662.16998,9878956
2026-04-27 10:30:00,662.18597,663.28003,660.95001,661.82001,4578008
2026-04-27 11:30:00,661.83002,662.90997,661.60999,662.58002,2850422
2026-04-27 12:30:00,662.58002,663.65002,662.58002,663.46997,2678173
2026-04-27 13:30:00,663.44,664.1225,663.44,663.85999,4011496
2026-04-27 14:30:00,663.84003,664.375,662.92999,663.69012,3552589
2026-04-27 15:30:00,663.71002,664.41998,663.42999,664.27002,3253113
2026-04-28 09:30:00,657.45502,659.64001,655.27502,657.63861,10914906
2026-04-28 10:30:00,657.65723,657.92999,653.8609,654.685,5782351
2026-04-28 11:30:00,654.58502,655.67889,653.81,655.255,4068703
2026-04-28 12:30:00,655.27002,655.91998,654.25012,655.58002,2007166
2026-04-28 13:30:00,655.58002,657.96002,655.56201,657.82001,2538420
2026-04-28 14:30:00,657.81,658.96399,656.38,658.030029,3094495
2026-04-28 15:30:00,658.029907,658.15002,657.27002,657.57001,3761298
2026-04-29 09:30:00,658.58002,660.28003,656.5899,660.059998,6147273
2026-04-29 10:30:00,660.070007,661.22998,658.92999,660.23999,3804194
2026-04-29 11:30:00,660.24988,660.77002,658.38,658.46002,3499792
2026-04-29 12:30:00,658.40997,659.12,657.28998,658.70679,2577105
2026-04-29 13:30:00,658.78998,659.75,657.39001,658.62909,2589973
2026-04-29 14:30:00,658.63,661.71997,657.75,661.054993,4503394
2026-04-29 15:30:00,661.049988,661.62,659.85999,661.58002,3682742
2026-04-30 09:30:00,665.31,665.31201,657.56,659.12988,12183330
2026-04-30 10:30:00,659.070007,663.66968,657.77002,663.375,5221667
2026-04-30 11:30:00,663.39001,664.19,661.64001,663.65002,2780012
2026-04-30 12:30:00,663.66998,664.78998,662.030029,664.78003,3912044
2026-04-30 13:30:00,664.77502,667.71002,664.76001,667.17963,4193157
2026-04-30 14:30:00,667.16998,668.26001,666.69,667.89001,4232738
2026-04-30 15:30:00,667.89001,668.75,667.40002,667.57001,5135043
2026-05-01 09:30:00,669.15997,675.76001,668.79999,674.86499,11736144
2026-05-01 10:30:00,674.90002,674.90002,672.01001,674.70001,5947353
2026-05-01 11:30:00,674.71002,675.96997,673.63,674.01001,5923565
2026-05-01 12:30:00,673.96997,675.28497,673.33002,675.25,2609537
2026-05-01 13:30:00,675.25,675.52002,674.070007,674.87012,2386830
2026-05-01 14:30:00,674.8371,675.64001,673.090088,675.54999,3581744
2026-05-01 15:30:00,675.55048,675.65997,673.84003,674.15997,3780084
2026-05-04 09:30:00,674.64001,676.059998,673.56,675.030029,7095777
2026-05-04 10:30:00,675.030029,676.72998,671.20001,672.78497,6183587
2026-05-04 11:30:00,672.78003,672.96997,668.90002,671.27002,5638528
2026-05-04 12:30:00,671.28497,673.45001,670.66998,673.22241,3690852
2026-05-04 13:30:00,673.23999,673.78992,671.71997,672.64008,2462925
2026-05-04 14:30:00,672.64001,673.080017,671.39001,672.83002,3623621
2026-05-04 15:30:00,672.83502,673.19501,672.070007,672.88,3082755
2026-05-05 09:30:00,677.95001,681.46002,677.51001,681.12,9677563
2026-05-05 10:30:00,681.13,681.60999,680.030029,681.34003,5598326
2026-05-05 11:30:00,681.40002,681.94,680.41998,681.025024,3360488
2026-05-05 12:30:00,681.030029,681.76001,680.47998,681.745,3916546
2026-05-05 13:30:00,681.75,682.71997,681.52002,682.53998,3399108
2026-05-05 14:30:00,682.53003,682.77338,681.95,682.27502,4044988
2026-05-05 15:30:00,682.26001,682.34991,680.86829,681.51001,3392307
2026-05-06 09:30:00,687.81,690.52002,686.47998,688.41998,11599127
2026-05-06 10:30:00,688.44,692.40002,688.44,692.28998,4970751
2026-05-06 11:30:00,692.28998,692.84998,691.15,692.19,3183941
2026-05-06 12:30:00,692.22498,692.6283,690.74353,692.41998,2480982
2026-05-06 13:30:00,692.40997,693.76001,692.37,693.64001,2776136
2026-05-06 14:30:00,693.63379,695.21228,693.41998,695.05011,3871511
2026-05-06 15:30:00,695.049988,695.92999,694.41998,695.59003,6268228
2026-05-07 09:30:00,696.59003,700.080017,695.53998,699.52002,9316092
2026-05-07 10:30:00,699.53998,701.23,698.34998,699.049988,4372529
2026-05-07 11:30:00,699.15747,700.1,693.78998,696.315,5499518
2026-05-07 12:30:00,696.31,697.16,691.78003,693.075012,5346537
2026-05-07 13:30:00,693.090027,695.78003,692.64,694.20001,4820078
2026-05-07 14:30:00,694.20001,695.080017,692.48499,693.15002,4942343
2026-05-07 15:30:00,693.19,695.54999,693.080017,694.91998,6056313
2026-05-08 09:30:00,699.91998,706.77911,699.51,705.46997,10065318
2026-05-08 10:30:00,705.47998,707.27002,704.57001,707.19012,5661846
2026-05-08 11:30:00,707.22998,708.67999,706.51001,708.61499,5516874
2026-05-08 12:30:00,708.61499,710.46002,707.51001,710.20001,4830794
2026-05-08 13:30:00,710.21002,710.5,708.97998,709.74762,3840069
2026-05-08 14:30:00,709.72998,710.195,708.54602,709.125,4305647
2026-05-08 15:30:00,709.14001,711.13,708.98999,711.10999,7425589
2026-05-11 09:30:00,710.35999,713.5,709.60999,709.83002,9738057
2026-05-11 10:30:00,709.85999,713.31,708.90997,713.27002,5284678
2026-05-11 11:30:00,713.28003,714.59003,712.77,714.19,3275624
2026-05-11 12:30:00,714.19,714.5,711.91101,713.54999,3127820
2026-05-11 13:30:00,713.51001,714.46002,713.51001,714.36908,3002271
2026-05-11 14:30:00,714.3501,714.3501,711.92999,712.16309,4300533
2026-05-11 15:30:00,712.14001,713.39001,711.87,713.34998,3558826
2026-05-12 09:30:00,708.17499,710.17999,704.94,705.0401,9752964
2026-05-12 10:30:00,705.049988,706.01001,699.47998,699.93359,8128800
2026-05-12 11:30:00,699.97998,701.62091,698.38,699.054993,5474988
2026-05-12 12:30:00,699.039978,701.28998,696.64,700.23499,5697721
2026-05-12 13:30:00,700.25,703.02002,699.96002,702.75,3932217
2026-05-12 14:30:00,702.75,704.5,701.69,704.079102,3967409
2026-05-12 15:30:00,704.080017,707.55,704.080017,707.20001,5429606
2026-05-13 09:30:00,709.82001,709.96,704.83002,708.78998,10840453
2026-05-13 10:30:00,708.78003,711.53003,708.35999,710.57001,4917682
2026-05-13 11:30:00,710.56,713.77002,709.92,713.6001,4027543
2026-05-13 12:30:00,713.59003,715.02002,713.030029,714.80499,3463812
2026-05-13 13:30:00,714.78998,716.65002,713.67499,716.28003,3466860
2026-05-13 14:30:00,716.27502,716.41498,714.27002,715.67999,4279344
2026-05-13 15:30:00,715.69,716.05,713.85999,714.47998,5126093
2026-05-14 09:30:00,714.62,719.69,714.21997,718.19,8915657
2026-05-14 10:30:00,718.16998,721.81,717.87,721.375,5244807
2026-05-14 11:30:00,721.40997,722.030029,720.41998,720.67999,3189857
2026-05-14 12:30:00,720.73999,721.35999,717.56,718.78998,4228518
2026-05-14 13:30:00,718.81,721.33002,718.57001,719.42999,3643345
2026-05-14 14:30:00,719.46997,720.90002,719.0,720.02002,2324130
2026-05-14 15:30:00,720.02002,720.90002,719.56,719.71503,3100181
2026-05-15 09:30:00,710.10498,712.65997,705.54999,710.435,14735801
2026-05-15 10:30:00,710.46002,712.11,709.23999,711.4201,5014213
2026-05-15 11:30:00,711.45001,712.58002,708.53998,711.39001,6394329
2026-05-15 12:30:00,711.42999,713.72998,710.15002,713.46997,3758325
2026-05-15 13:30:00,713.45001,715.13,712.46997,712.65997,5731783
2026-05-15 14:30:00,712.65997,713.20001,710.23999,710.40002,4495491
2026-05-15 15:30:00,710.39001,711.58002,708.38,708.88,5566289
2026-05-18 09:30:00,711.53998,712.070007,706.52,707.10059,11755565
2026-05-18 10:30:00,707.10999,707.59998,702.29608,702.34003,7959088
2026-05-18 11:30:00,702.38501,705.15997,700.0,700.44,7091464
2026-05-18 12:30:00,700.45001,704.45502,699.61,703.60303,5386396
2026-05-18 13:30:00,703.62,704.080017,699.34003,700.76001,4402811
2026-05-18 14:30:00,700.77002,705.039978,698.85,701.46741,6321550
2026-05-18 15:30:00,701.48999,706.15997,701.27002,705.70001,4663746
2026-05-19 09:30:00,699.81,705.13,695.25,696.42999,13532625
2026-05-19 10:30:00,696.44,700.02002,695.57,697.90002,6421364
2026-05-19 11:30:00,697.84998,701.56,697.56,701.245,4850305
2026-05-19 12:30:00,701.19,706.48999,701.059998,705.44501,5498292
2026-05-19 13:30:00,705.44,706.33002,703.65503,704.01001,4114867
2026-05-19 14:30:00,703.99011,704.89502,701.62,702.87,4200388
2026-05-19 15:30:00,702.89001,703.53003,700.20001,701.53003,5573213
2026-05-20 09:30:00,705.32001,709.15503,703.76,708.60999,9991595
2026-05-20 10:30:00,708.59998,713.099976,707.78998,710.63,4998097
2026-05-20 11:30:00,710.62988,712.22,708.60999,709.27002,3872373
2026-05-20 12:30:00,709.32001,710.95001,708.95,710.67999,3172379
2026-05-20 13:30:00,710.71002,711.44,710.17798,710.95001,3190323
2026-05-20 14:30:00,710.95001,712.02002,710.56,711.81,2838804
2026-05-20 15:30:00,711.81,713.10999,711.48999,713.070007,4915014
2026-05-21 09:30:00,709.0,711.89001,706.77002,708.26501,9583624
2026-05-21 10:30:00,708.31,710.01001,706.84998,709.35999,4812887
2026-05-21 11:30:00,709.45001,711.23999,707.98999,709.71002,3327735
2026-05-21 12:30:00,709.73999,715.21002,708.77002,713.66998,4186070
2026-05-21 13:30:00,713.745,717.12,713.59497,714.82501,4873589
2026-05-21 14:30:00,714.83002,715.06,710.90997,714.044983,4231752
2026-05-21 15:30:00,714.02002,714.90002,713.38,714.44,3241006
2026-05-22 09:30:00,718.059998,721.33002,715.96,717.71997,8447007
2026-05-22 10:30:00,717.71002,721.15997,717.48999,721.14001,3472787
2026-05-22 11:30:00,721.16998,721.28003,719.48999,720.1601,2821544
2026-05-22 12:30:00,720.20001,721.85,719.40002,721.84003,3418905
2026-05-22 13:30:00,721.87,722.12,719.71997,720.090027,3177256
2026-05-22 14:30:00,720.059998,720.38501,717.21002,717.38538,3793331
2026-05-22 15:30:00,717.38501,718.27271,716.92499,717.42999,4723147
2026-05-26 09:30:00,726.025024,730.32001,724.15997,729.9201,10601998
2026-05-26 10:30:00,729.90002,731.17,728.15002,728.31,5356898
2026-05-26 11:30:00,728.32202,728.5,725.57001,728.12012,3969057
2026-05-26 12:30:00,728.15918,728.68988,727.039978,727.59991,2333845
2026-05-26 13:30:00,727.5921,729.62,727.32013,729.43927,2535016
2026-05-26 14:30:00,729.42999,729.8,728.45001,729.58002,2677148
2026-05-26 15:30:00,729.57001,731.02002,729.54,730.21503,3964243
2026-05-27 09:30:00,732.95001,733.32001,725.66998,726.35498,12639037
2026-05-27 10:30:00,726.32001,728.97,725.44,727.17999,4672849
2026-05-27 11:30:00,727.17999,728.77502,725.53998,728.19,3622134
2026-05-27 12:30:00,728.15997,729.56,725.85498,727.29999,4127712
2026-05-27 13:30:00,727.34998,729.67,726.97009,729.66998,2631647
2026-05-27 14:30:00,729.65997,729.84998,728.59,728.98999,2214730
2026-05-27 15:30:00,728.98999,730.069885,728.96997,729.48999,3118323
2026-05-28 09:30:00,729.73999,732.84998,726.40997,731.92987,10367191
2026-05-28 10:30:00,731.92999,734.98499,730.91998,734.66998,4360895
2026-05-28 11:30:00,734.69,736.0,734.1001,735.64001,3803915
2026-05-28 12:30:00,735.64502,736.45001,735.070007,735.57501,2058759
2026-05-28 13:30:00,735.58002,736.6,735.15997,735.96997,2948322
2026-05-28 14:30:00,735.95001,735.97998,734.91998,735.65002,3586019
2026-05-28 15:30:00,735.65002,736.25,735.080017,735.57001,3493002
2026-05-29 09:30:00,737.71008,741.60999,737.039978,738.5,9918696
2026-05-29 10:30:00,738.48999,739.34998,735.25,738.32001,6785823
2026-05-29 11:30:00,738.32001,739.53802,737.29999,738.48999,2598937
2026-05-29 12:30:00,738.495,739.53003,737.32001,737.63,2299062
2026-05-29 13:30:00,737.63,738.01001,735.78003,737.87,3258810
2026-05-29 14:30:00,737.85999,738.41,736.31,737.85999,3587030
2026-05-29 15:30:00,737.87,739.41998,737.87,738.22498,4602785
2026-06-01 09:30:00,737.13,740.13,735.98999,738.13,9213052
2026-06-01 10:30:00,738.099976,740.71997,737.82001,740.52002,4175459
2026-06-01 11:30:00,740.51001,742.28003,739.84003,741.25,3675640
2026-06-01 12:30:00,741.29999,743.47998,741.18,743.40997,2561966
2026-06-01 13:30:00,743.48999,745.64001,742.66998,744.53998,4332684
2026-06-01 14:30:00,744.53003,744.70758,743.71997,744.0,3439585
2026-06-01 15:30:00,744.0,744.0020142,742.34003,742.69,3572414
2026-06-02 09:30:00,742.46002,744.66,739.22998,742.5448,8932017
2026-06-02 10:30:00,742.53003,745.375,742.43,745.099976,4406687
2026-06-02 11:30:00,745.070129,746.21997,744.74011,744.95001,2545408
2026-06-02 12:30:00,744.96088,746.02002,744.31,744.55499,2841226
2026-06-02 13:30:00,744.56,745.070007,743.73499,744.47998,2102528
2026-06-02 14:30:00,744.47998,745.6,743.5,745.030029,2850385
2026-06-02 15:30:00,745.030029,746.44,744.98999,746.14001,4086945
2026-06-03 09:30:00,747.42,748.64,741.03,746.59,626194
2026-06-03 10:30:00,746.55,746.91,743.95,745.14,304134
