datetime,open,high,low,close
2026-01-03 10:00:00,4330.49282,4330.69388,4330.43218,4330.56561
2026-01-03 11:00:00,4330.49282,4330.68013,4330.43249,4330.57755
2026-01-03 12:00:00,4330.49294,4330.68068,4330.43286,4330.58396
2026-01-03 13:00:00,4330.49074,4330.68069,4330.43248,4330.58989
2026-01-03 14:00:00,4330.49282,4330.68125,4330.43218,4330.58943
2026-01-03 15:00:00,4330.49248,4330.68123,4330.43064,4330.58256
2026-01-03 16:00:00,4330.49058,4330.68124,4330.42843,4330.5715
2026-01-03 17:00:00,4330.48869,4330.67941,4330.43095,4330.56085
2026-01-03 18:00:00,4330.49094,4330.67959,4330.43096,4330.54761
2026-01-03 19:00:00,4330.49313,4330.68335,4330.43003,4330.52885
2026-01-03 20:00:00,4330.49094,4330.68067,4330.43062,4330.51169
2026-01-03 21:00:00,4330.49094,4330.68064,4330.42909,4330.49734
2026-01-03 22:00:00,4330.49282,4330.68124,4330.43031,4330.47902
2026-01-03 23:00:00,4330.48907,4330.68336,4330.43095,4330.47347
2026-01-05 00:00:00,4330.49282,4330.68149,4330.43409,4330.46235
2026-01-05 01:00:00,4330.49282,4330.68149,4330.43409,4330.46035
2026-01-05 02:00:00,4330.49282,4330.68118,4330.43427,4330.46289
2026-01-05 03:00:00,4330.49282,4330.6815,4330.43409,4330.46979
2026-01-05 04:00:00,4330.49282,4330.6815,4330.4341,4330.48058
2026-01-05 05:00:00,4330.49282,4330.6815,4330.4341,4330.49449
2026-01-05 06:00:00,4330.49282,4331.70186,4330.26423,4330.51407
2026-01-05 07:00:00,4330.49629,4331.60863,4330.34709,4330.73782
2026-01-05 08:00:00,4330.69277,4330.87241,4330.40358,4330.5508
2026-01-05 09:00:00,4330.50008,4331.15715,4330.31892,4330.58851
2026-01-05 10:00:00,4329.27104,4376.85736,4329.27104,4373.04071
2026-01-05 11:00:00,4372.89232,4395.58886,4370.78191,4393.50667
2026-01-05 12:00:00,4392.96865,4418.42313,4392.83156,4401.29849
2026-01-05 13:00:00,4401.41004,4409.17514,4387.94099,4405.46348
2026-01-05 14:00:00,4405.26617,4413.49418,4401.25535,4402.37387
2026-01-05 15:00:00,4402.7892,4407.67334,4397.82225,4404.95821
2026-01-05 16:00:00,4404.96984,4414.29533,4402.30298,4411.50326
2026-01-05 17:00:00,4411.33927,4425.0637,4411.33927,4420.5184
2026-01-05 18:00:00,4420.45133,4424.83284,4417.68432,4421.77092
2026-01-05 19:00:00,4421.92237,4432.82209,4419.80922,4430.99999
2026-01-05 20:00:00,4430.93944,4437.61124,4426.97522,4435.13359
2026-01-05 21:00:00,4435.12474,4440.10956,4431.56423,4436.2067
2026-01-05 22:00:00,4436.22419,4436.37084,4411.10603,4420.27949
2026-01-05 23:00:00,4420.34027,4421.86211,4406.2692,4409.36865
2026-01-06 00:00:00,4409.31285,4417.98905,4397.88081,4414.14978
2026-01-06 01:00:00,4414.00932,4440.04749,4414.00932,4439.45881
2026-01-06 02:00:00,4438.82389,4454.41557,4436.18622,4448.51488
2026-01-06 03:00:00,4448.44156,4454.10517,4439.92624,4443.92673
2026-01-06 04:00:00,4444.42427,4449.10274,4435.00358,4444.2016
2026-01-06 05:00:00,4444.1116,4448.43445,4440.08464,4447.80285
2026-01-06 06:00:00,4447.666,4448.6349,4436.40816,4440.26689
2026-01-06 07:00:00,4440.19627,4447.37892,4438.79193,4445.47421
2026-01-06 08:00:00,4445.39921,4449.23798,4443.326,4449.23798
2026-01-06 09:00:00,4449.17683,4450.76523,4444.38764,4445.79426
2026-01-06 10:00:00,4445.42519,4459.21378,4438.96114,4441.00984
2026-01-06 11:00:00,4440.61519,4443.46318,4433.39314,4436.13248
2026-01-06 12:00:00,4436.24504,4452.23825,4429.30632,4451.24237
2026-01-06 13:00:00,4451.29522,4460.39624,4449.66863,4454.82769
2026-01-06 14:00:00,4454.65504,4468.0174,4453.77496,4467.40919
2026-01-06 15:00:00,4467.39888,4468.98801,4462.72027,4467.58997
2026-01-06 16:00:00,4467.59381,4473.43839,4451.56993,4452.44992
2026-01-06 17:00:00,4452.39266,4466.71351,4452.26013,4465.48888
2026-01-06 18:00:00,4465.69032,4470.07883,4456.10166,4460.02082
2026-01-06 19:00:00,4459.96051,4476.96083,4458.22273,4468.8929
2026-01-06 20:00:00,4468.82275,4468.90727,4446.32283,4447.74315
2026-01-06 21:00:00,4447.77836,4455.94658,4443.91133,4451.99511
2026-01-06 22:00:00,4451.96062,4463.80709,4448.42539,4463.11257
2026-01-06 23:00:00,4462.91089,4465.59721,4459.51439,4463.21121
2026-01-07 00:00:00,4463.07062,4470.75161,4455.0664,4467.37388
2026-01-07 01:00:00,4467.52494,4488.81133,4465.6893,4487.84719
2026-01-07 02:00:00,4487.87514,4488.92991,4465.99871,4475.87364
2026-01-07 03:00:00,4475.48166,4489.7573,4473.85178,4487.92257
2026-01-07 04:00:00,4487.86164,4490.76306,4483.15295,4489.30423
2026-01-07 05:00:00,4489.28219,4493.57837,4482.56458,4489.02619
2026-01-07 06:00:00,4488.93215,4488.99407,4478.51128,4481.54678
2026-01-07 07:00:00,4481.4641,4498.72091,4481.03011,4495.0723
2026-01-07 08:00:00,4495.08879,4497.00961,4492.29754,4494.89199
2026-01-07 09:00:00,4494.8729,4495.21665,4492.85801,4494.384
2026-01-07 10:00:00,4494.58812,4500.4487,4491.55498,4493.25249
2026-01-07 11:00:00,4493.19976,4494.03343,4483.24171,4489.46502
2026-01-07 12:00:00,4488.66397,4492.97026,4463.232,4465.37617
2026-01-07 13:00:00,4465.22885,4478.46881,4461.12241,4475.77459
2026-01-07 14:00:00,4475.70844,4479.66309,4471.71021,4474.4531
2026-01-07 15:00:00,4474.23291,4474.94649,4463.92785,4464.5804
2026-01-07 16:00:00,4464.55612,4470.9448,4445.57637,4453.06447
2026-01-07 17:00:00,4453.11754,4460.20548,4443.77091,4444.3306
2026-01-07 18:00:00,4444.32008,4464.16638,4442.58473,4461.80042
2026-01-07 19:00:00,4461.76631,4474.22481,4460.43481,4468.58445
2026-01-07 20:00:00,4468.54207,4468.59695,4458.71117,4463.54335
2026-01-07 21:00:00,4463.47429,4467.52869,4459.73838,4464.23496
2026-01-07 22:00:00,4464.10665,4465.04632,4447.31923,4447.31923
2026-01-07 23:00:00,4447.5989,4455.87456,4439.59895,4446.15811
2026-01-08 00:00:00,4446.08774,4453.89793,4430.78664,4452.84116
2026-01-08 01:00:00,4452.84885,4454.57471,4437.58874,4445.8232
2026-01-08 02:00:00,4445.4181,4450.48435,4425.27169,4443.04678
2026-01-08 03:00:00,4443.22508,4468.78535,4443.01802,4464.28301
2026-01-08 04:00:00,4464.30342,4464.53658,4450.8452,4451.72317
2026-01-08 05:00:00,4451.71079,4458.81977,4447.2999,4452.3712
2026-01-08 06:00:00,4452.39507,4457.74356,4445.47083,4457.24727
2026-01-08 07:00:00,4457.36735,4461.5943,4450.2087,4451.583
2026-01-08 08:00:00,4451.58164,4456.49657,4451.55748,4456.49657
2026-01-08 09:00:00,4456.42108,4457.04678,4456.03082,4456.34322
2026-01-08 10:00:00,4455.67494,4464.06195,4455.67494,4463.73056
2026-01-08 11:00:00,4463.65589,4466.13399,4447.20538,4451.03024
2026-01-08 12:00:00,4451.15242,4459.99125,4444.55847,4447.01798
2026-01-08 13:00:00,4447.06342,4448.55711,4431.25487,4442.70726
2026-01-08 14:00:00,4442.58927,4445.79321,4437.55653,4440.59412
2026-01-08 15:00:00,4440.5195,4440.60255,4430.42146,4432.07732
2026-01-08 16:00:00,4432.12926,4432.17697,4415.56752,4425.37854
2026-01-08 17:00:00,4425.45272,4437.59542,4416.39921,4434.22235
2026-01-08 18:00:00,4434.23068,4438.79686,4429.08871,4431.5144
2026-01-08 19:00:00,4431.45613,4434.46626,4419.80427,4432.18705
2026-01-08 20:00:00,4431.97602,4434.97311,4426.77552,4432.73104
2026-01-08 21:00:00,4432.64455,4434.12466,4423.95525,4433.12334
2026-01-08 22:00:00,4433.12284,4433.22308,4422.27323,4423.31686
2026-01-08 23:00:00,4423.58894,4430.90467,4407.90536,4427.44501
2026-01-09 00:00:00,4427.37797,4436.75493,4418.5336,4423.54648
2026-01-09 01:00:00,4423.52885,4438.27242,4418.81263,4434.33331
2026-01-09 02:00:00,4434.46115,4454.70421,4428.71767,4451.40461
2026-01-09 03:00:00,4451.062,4463.65834,4446.90311,4462.19919
2026-01-09 04:00:00,4462.32767,4464.07899,4458.59621,4462.52056
2026-01-09 05:00:00,4462.70491,4464.25821,4446.87313,4449.93084
2026-01-09 06:00:00,4449.92823,4453.18381,4445.09004,4451.55911
2026-01-09 07:00:00,4451.60002,4477.42045,4451.56766,4476.83211
2026-01-09 08:00:00,4476.78507,4479.46352,4473.15511,4477.91006
2026-01-09 09:00:00,4477.93516,4478.26787,4475.99208,4476.63924
2026-01-09 10:00:00,4476.47906,4483.72578,4473.24304,4475.42944
2026-01-09 11:00:00,4475.4063,4476.49597,4460.24082,4461.30143
2026-01-09 12:00:00,4461.14168,4470.08725,4454.05918,4469.44205
2026-01-09 13:00:00,4469.61231,4476.14787,4466.37991,4470.23824
2026-01-09 14:00:00,4470.31771,4470.32351,4460.37014,4465.00507
2026-01-09 15:00:00,4464.98334,4466.55155,4461.23765,4465.44316
2026-01-09 16:00:00,4465.47113,4472.41095,4458.99758,4468.57627
2026-01-09 17:00:00,4468.56485,4476.094,4466.26039,4473.774
2026-01-09 18:00:00,4473.77597,4475.80142,4469.27426,4470.3062
2026-01-09 19:00:00,4470.23819,4477.4769,4464.66724,4468.09866
2026-01-09 20:00:00,4468.0216,4477.1581,4468.0216,4471.38737
2026-01-09 21:00:00,4471.29219,4473.77719,4467.41139,4471.26824
2026-01-09 22:00:00,4471.1193,4476.05184,4468.75325,4475.92804
2026-01-09 23:00:00,4475.80119,4480.09809,4462.97996,4467.08898
2026-01-10 00:00:00,4466.99137,4489.33378,4464.02441,4484.12307
2026-01-10 01:00:00,4483.84284,4498.17396,4481.75824,4492.97275
2026-01-10 02:00:00,4492.97243,4515.83105,4491.65169,4511.49501
2026-01-10 03:00:00,4511.69845,4514.20875,4498.75982,4506.64218
2026-01-10 04:00:00,4506.79185,4511.37329,4483.06142,4485.66383
2026-01-10 05:00:00,4485.72399,4503.95047,4484.93627,4496.16298
2026-01-10 06:00:00,4495.85723,4501.5815,4493.51582,4499.75264
2026-01-10 07:00:00,4499.90988,4509.15634,4497.61855,4509.00487
2026-01-10 08:00:00,4508.78605,4511.053,4504.54366,4509.89122
2026-01-10 09:00:00,4509.88996,4510.01571,4509.74793,4509.81241
2026-01-10 10:00:00,4509.82285,4510.01438,4509.7474,4509.79
2026-01-10 11:00:00,4509.81268,4510.0061,4509.74936,4509.78015
2026-01-10 12:00:00,4509.81064,4510.00705,4509.74784,4509.77486
2026-01-10 13:00:00,4509.80861,4510.00705,4509.74944,4509.77838
2026-01-10 14:00:00,4509.81064,4510.00705,4509.74743,4509.78257
2026-01-10 15:00:00,4509.80821,4510.00706,4509.74592,4509.79283
2026-01-10 16:00:00,4509.80861,4510.00706,4509.74796,4509.80662
2026-01-10 17:00:00,4509.80936,4510.00787,4509.74593,4509.82291
2026-01-10 18:00:00,4509.80861,4510.00901,4509.7472,4509.84246
2026-01-10 19:00:00,4509.81064,4510.00581,4509.74785,4509.85835
2026-01-10 20:00:00,4509.80861,4510.00787,4509.74537,4509.87886
2026-01-10 21:00:00,4509.81268,4510.00615,4509.74753,4509.89146
2026-01-10 22:00:00,4509.8107,4510.00702,4509.7474,4509.9025
2026-01-10 23:00:00,4509.81048,4510.01115,4509.73316,4509.91357
2026-01-11 00:00:00,4509.81471,4510.011,4509.75351,4509.91617
2026-01-11 01:00:00,4509.81471,4510.01115,4509.75386,4509.91405
2026-01-11 02:00:00,4509.81471,4510.01116,4509.75351,4509.90734
2026-01-11 03:00:00,4509.81471,4510.01116,4509.75351,4509.89652
2026-01-11 04:00:00,4509.81471,4510.01116,4509.75351,4509.88235
2026-01-11 05:00:00,4509.81471,4510.01116,4509.75352,4509.86581
2026-01-11 06:00:00,4509.81471,4510.01099,4509.75352,4509.84807
2026-01-11 07:00:00,4509.81471,4510.01116,4509.75385,4509.83035
2026-01-11 08:00:00,4509.81471,4510.01116,4509.75352,4509.81391
2026-01-11 09:00:00,4509.81471,4510.01591,4509.75352,4509.79776
2026-01-11 10:00:00,4509.81268,4510.00912,4509.75148,4509.78717
2026-01-11 11:00:00,4509.81268,4510.00912,4509.75148,4509.78073
2026-01-11 12:00:00,4509.81268,4510.00913,4509.75148,4509.77888
2026-01-11 13:00:00,4509.81268,4510.00895,4509.75181,4509.78176
2026-01-11 14:00:00,4509.81268,4510.00913,4509.75148,4509.78917
2026-01-11 15:00:00,4509.81268,4510.00913,4509.75148,4509.80059
2026-01-11 16:00:00,4509.81268,4510.00913,4509.75148,4509.81521
2026-01-11 17:00:00,4509.81268,4510.00913,4509.75148,4509.83202
2026-01-11 18:00:00,4509.81268,4510.00913,4509.75149,4509.84985
2026-01-11 19:00:00,4509.81268,4510.00894,4509.75149,4509.86744
2026-01-11 20:00:00,4509.81268,4510.00913,4509.75179,4509.88356
2026-01-11 21:00:00,4509.81268,4510.00914,4509.75149,4509.8971
2026-01-11 22:00:00,4509.81268,4510.00914,4509.75149,4509.9071
2026-01-11 23:00:00,4509.81268,4510.00914,4509.75149,4509.91286
2026-01-12 00:00:00,4509.81268,4510.00914,4509.75149,4509.91398
2026-01-12 01:00:00,4509.81268,4510.00892,4509.75149,4509.91039
2026-01-12 02:00:00,4509.81268,4510.00914,4509.75178,4509.90232
2026-01-12 03:00:00,4509.81268,4510.00914,4509.75149,4509.89036
2026-01-12 04:00:00,4509.81268,4510.00914,4509.75149,4509.87533
2026-01-12 05:00:00,4509.81268,4510.00914,4509.75149,4509.85828
2026-01-12 06:00:00,4509.81268,4510.04601,4509.71232,4509.83173
2026-01-12 07:00:00,4509.80434,4510.00766,4509.31776,4509.80922
2026-01-12 08:00:00,4509.80027,4510.09572,4509.6555,4509.85814
2026-01-12 09:00:00,4509.8616,4510.56055,4509.57841,4509.90896
2026-01-12 10:00:00,4509.22139,4543.82187,4509.22139,4539.60612
2026-01-12 11:00:00,4539.55623,4599.1113,4538.13307,4589.75147
2026-01-12 12:00:00,4590.1292,4592.52315,4571.86228,4572.78979
2026-01-12 13:00:00,4572.75599,4581.09431,4563.92828,4577.21612
2026-01-12 14:00:00,4577.44198,4580.3296,4568.77693,4570.76147
2026-01-12 15:00:00,4570.69422,4572.06666,4563.03017,4568.52571
2026-01-12 16:00:00,4568.53793,4584.6582,4566.48136,4580.37072
2026-01-12 17:00:00,4580.32363,4580.34563,4569.86659,4578.23135
2026-01-12 18:00:00,4578.16536,4589.33155,4575.20926,4588.62366
2026-01-12 19:00:00,4588.1588,4598.14021,4579.32168,4596.71616
2026-01-12 20:00:00,4596.61448,4600.50466,4588.87772,4588.87772
2026-01-12 21:00:00,4588.65174,4595.31689,4586.20748,4594.7392
2026-01-12 22:00:00,4594.64715,4594.7236,4582.07054,4583.62234
2026-01-12 23:00:00,4583.41223,4590.67597,4578.45832,4590.18035
2026-01-13 00:00:00,4590.17862,4619.36803,4590.08377,4616.41792
2026-01-13 01:00:00,4616.41128,4616.47692,4585.01581,4603.06891
2026-01-13 02:00:00,4602.98323,4627.03456,4601.71656,4621.94611
2026-01-13 03:00:00,4621.88023,4631.59455,4610.39918,4616.7703
2026-01-13 04:00:00,4616.75618,4619.85098,4611.00913,4617.12433
2026-01-13 05:00:00,4617.10135,4618.04878,4600.17114,4610.17921
2026-01-13 06:00:00,4610.04855,4619.01771,4609.51645,4611.33102
2026-01-13 07:00:00,4611.36907,4611.4226,4593.21959,4593.45024
2026-01-13 08:00:00,4593.4385,4598.07323,4590.48065,4597.59111
2026-01-13 09:00:00,4597.59025,4598.27422,4596.19432,4596.45701
2026-01-13 10:00:00,4596.31621,4604.6258,4579.51186,4597.86865
2026-01-13 11:00:00,4597.8441,4598.50461,4584.90985,4589.2685
2026-01-13 12:00:00,4589.54907,4595.36387,4575.67327,4579.76035
2026-01-13 13:00:00,4579.68385,4594.86078,4579.68385,4593.31758
2026-01-13 14:00:00,4593.23869,4598.47467,4592.83613,4593.96495
2026-01-13 15:00:00,4593.80645,4599.71139,4593.80645,4596.8672
2026-01-13 16:00:00,4596.98666,4601.2469,4585.6223,4593.00829
2026-01-13 17:00:00,4592.78204,4592.99194,4574.39161,4581.15071
2026-01-13 18:00:00,4581.14104,4585.95524,4577.71234,4581.83141
2026-01-13 19:00:00,4581.75423,4595.90679,4580.67109,4592.92497
2026-01-13 20:00:00,4592.97372,4595.18114,4586.0167,4586.84246
2026-01-13 21:00:00,4586.7217,4588.27621,4581.58898,4585.93962
2026-01-13 22:00:00,4586.21344,4591.37046,4583.83898,4588.271
2026-01-13 23:00:00,4588.28715,4593.14728,4579.01754,4593.14728
2026-01-14 00:00:00,4593.24748,4619.1606,4592.95417,4609.9123
2026-01-14 01:00:00,4609.95156,4632.91936,4608.85237,4630.75329
2026-01-14 02:00:00,4630.99772,4630.99772,4599.21992,4619.57623
2026-01-14 03:00:00,4619.50673,4619.98414,4592.06041,4613.63026
2026-01-14 04:00:00,4613.78061,4615.57179,4586.98887,4588.77684
2026-01-14 05:00:00,4588.87662,4602.17054,4580.44554,4595.22248
2026-01-14 06:00:00,4595.43714,4598.56065,4586.58917,4597.7796
2026-01-14 07:00:00,4597.55208,4597.76294,4571.4012,4586.17071
2026-01-14 08:00:00,4586.06368,4589.17839,4583.41539,4586.36421
2026-01-14 09:00:00,4586.25246,4586.98489,4586.25246,4586.82343
2026-01-14 10:00:00,4587.42052,4598.98327,4586.49422,4597.42364
2026-01-14 11:00:00,4597.50371,4610.44702,4597.43426,4609.72539
2026-01-14 12:00:00,4609.52686,4619.56724,4608.53564,4619.51182
2026-01-14 13:00:00,4619.52682,4623.12566,4616.33386,4620.78041
2026-01-14 14:00:00,4620.71676,4631.57109,4613.95342,4628.78429
2026-01-14 15:00:00,4628.76165,4630.57662,4625.51891,4629.06653
2026-01-14 16:00:00,4629.23464,4640.63347,4621.05586,4621.05586
2026-01-14 17:00:00,4621.00045,4636.54658,4621.00045,4636.54658
2026-01-14 18:00:00,4636.5542,4640.42498,4632.06265,4633.16171
2026-01-14 19:00:00,4633.01843,4637.01463,4623.34092,4634.2386
2026-01-14 20:00:00,4634.09764,4639.01586,4627.65233,4630.4674
2026-01-14 21:00:00,4630.4022,4637.62646,4628.7307,4632.61316
2026-01-14 22:00:00,4632.63267,4637.18533,4626.65432,4629.42976
2026-01-14 23:00:00,4629.80922,4639.38287,4629.23461,4639.38287
2026-01-15 00:00:00,4639.05805,4639.34818,4625.15163,4635.69678
2026-01-15 01:00:00,4635.65293,4637.07112,4604.11871,4618.30195
2026-01-15 02:00:00,4617.78783,4624.59797,4602.63168,4617.84888
2026-01-15 03:00:00,4617.82918,4624.00274,4610.74782,4616.62432
2026-01-15 04:00:00,4616.57509,4618.84296,4603.18714,4615.59275
2026-01-15 05:00:00,4615.48567,4636.01214,4613.47738,4635.52978
2026-01-15 06:00:00,4635.29948,4641.32613,4634.79236,4639.42556
2026-01-15 07:00:00,4639.51866,4641.81025,4625.42311,4632.6863
2026-01-15 08:00:00,4632.70371,4632.75498,4618.4159,4627.00838
2026-01-15 09:00:00,4626.92885,4627.04433,4626.23243,4626.46495
2026-01-15 10:00:00,4626.18259,4631.81732,4605.43514,4615.36146
2026-01-15 11:00:00,4615.41015,4618.0348,4611.0456,4615.15167
2026-01-15 12:00:00,4615.20518,4615.85296,4586.31507,4602.45939
2026-01-15 13:00:00,4602.8469,4614.70136,4596.9809,4603.12706
2026-01-15 14:00:00,4603.19002,4603.57178,4583.55618,4592.32058
2026-01-15 15:00:00,4592.34412,4597.34607,4587.7563,4592.44078
2026-01-15 16:00:00,4592.26922,4599.07206,4581.64955,4594.75029
2026-01-15 17:00:00,4594.57982,4611.42306,4594.57982,4610.01991
2026-01-15 18:00:00,4609.94802,4614.39904,4600.81771,4601.78438
2026-01-15 19:00:00,4601.61312,4606.69375,4598.78737,4604.81047
2026-01-15 20:00:00,4604.74903,4613.04835,4601.28334,4612.58764
2026-01-15 21:00:00,4612.50613,4619.83086,4609.68935,4619.76704
2026-01-15 22:00:00,4619.77513,4622.32143,4615.2248,4619.17249
2026-01-15 23:00:00,4619.24646,4620.35641,4612.42618,4613.9309
2026-01-16 00:00:00,4613.85834,4618.36118,4584.67593,4588.66528
2026-01-16 01:00:00,4588.6389,4614.14182,4585.23053,4611.04459
2026-01-16 02:00:00,4610.9334,4617.91737,4601.57909,4615.68546
2026-01-16 03:00:00,4615.68066,4623.85265,4602.58275,4605.56057
2026-01-16 04:00:00,4605.5613,4616.77396,4605.5613,4615.89007
2026-01-16 05:00:00,4615.5645,4621.03876,4614.6951,4617.1505
2026-01-16 06:00:00,4616.9739,4621.78522,4613.03057,4615.51073
2026-01-16 07:00:00,4615.42757,4615.52248,4599.26038,4605.76867
2026-01-16 08:00:00,4605.75831,4616.91059,4605.06429,4616.03719
2026-01-16 09:00:00,4616.09768,4617.17219,4615.54828,4616.54363
2026-01-16 10:00:00,4616.49326,4620.04425,4606.91212,4610.18987
2026-01-16 11:00:00,4610.10755,4610.84419,4599.2472,4600.77302
2026-01-16 12:00:00,4600.06632,4608.10683,4595.11548,4600.20112
2026-01-16 13:00:00,4600.11368,4604.06005,4590.48532,4594.48279
2026-01-16 14:00:00,4594.28745,4599.46124,4593.75505,4596.64022
2026-01-16 15:00:00,4596.59473,4602.27777,4596.35316,4601.41447
2026-01-16 16:00:00,4601.33667,4615.14936,4594.24971,4611.86609
2026-01-16 17:00:00,4611.85032,4611.85032,4594.65775,4598.66846
2026-01-16 18:00:00,4598.59938,4610.9226,4597.56872,4608.22345
2026-01-16 19:00:00,4607.97438,4611.05723,4602.03654,4603.29994
2026-01-16 20:00:00,4603.21044,4607.77731,4599.14227,4600.80808
2026-01-16 21:00:00,4600.83263,4611.02214,4600.18134,4600.79121
2026-01-16 22:00:00,4600.82055,4615.75964,4598.76454,4612.82481
2026-01-16 23:00:00,4612.74575,4612.95219,4599.35306,4601.77076
2026-01-17 00:00:00,4601.56457,4603.84015,4583.61608,4601.12518
2026-01-17 01:00:00,4601.16661,4613.47618,4597.16926,4608.90256
2026-01-17 02:00:00,4608.86979,4620.35762,4533.25987,4571.87435
2026-01-17 03:00:00,4571.71865,4597.49552,4571.71865,4591.01407
2026-01-17 04:00:00,4591.05427,4592.35624,4578.41635,4581.88172
2026-01-17 05:00:00,4581.83611,4595.63204,4581.2616,4584.016
2026-01-17 06:00:00,4583.82938,4592.86116,4580.78541,4590.58565
2026-01-17 07:00:00,4590.53336,4595.60637,4579.84926,4582.52099
2026-01-17 08:00:00,4582.63393,4597.8108,4582.49685,4595.32134
2026-01-17 09:00:00,4595.26271,4595.45873,4595.18799,4595.32798
2026-01-17 10:00:00,4595.25035,4595.46509,4595.18598,4595.35042
2026-01-17 11:00:00,4595.26053,4595.46743,4595.19292,4595.35731
2026-01-17 12:00:00,4595.2588,4595.46593,4595.19255,4595.36811
2026-01-17 13:00:00,4595.26482,4595.46677,4595.19625,4595.36351
2026-01-17 14:00:00,4595.26015,4595.46499,4595.19878,4595.35845
2026-01-17 15:00:00,4595.25967,4595.46744,4595.19616,4595.34896
2026-01-17 16:00:00,4595.26006,4595.46666,4595.19294,4595.3396
2026-01-17 17:00:00,4595.26473,4595.46507,4595.19396,4595.32376
